trip_distance,fare_amount,winter,spring,summer,fall,pickup_datetime,dropoff_datetime,Holiday Proximity,ride_duration,Early morning,Morning,Afternoon,Night
1.3,6.5,0,0,1,0,2019-08-03 08:54:21,2019-08-03 08:59:46,0,0 days 00:05:25.000000000,0,1,0,0
1.2,6.5,0,0,0,1,2019-11-20 07:45:48,2019-11-20 07:51:41,0,0 days 00:05:53.000000000,0,1,0,0
10.07,28.0,0,0,1,0,2019-07-30 01:14:08,2019-07-30 01:28:25,0,0 days 00:14:17.000000000,1,0,0,0
2.38,12.0,0,0,0,1,2019-10-31 19:46:36,2019-10-31 20:03:18,0,0 days 00:16:42.000000000,0,0,0,0
2.24,13.0,0,0,1,0,2019-07-02 08:52:44,2019-07-02 09:11:10,0,0 days 00:18:26.000000000,0,1,0,0
2.7,11.0,0,0,1,0,2019-07-10 02:14:31,2019-07-10 02:25:06,0,0 days 00:10:35.000000000,1,0,0,0
1.12,6.0,0,1,0,0,2019-03-27 18:05:05,2019-03-27 18:10:27,1,0 days 00:05:22.000000000,0,0,0,0
2.5,12.5,0,0,0,1,2019-11-18 20:03:32,2019-11-18 20:21:13,0,0 days 00:17:41.000000000,0,0,0,0
3.3,16.5,0,0,0,1,2019-10-28 17:24:38,2019-10-28 17:47:53,0,0 days 00:23:15.000000000,0,0,1,0
1.04,6.5,0,0,0,1,2019-09-09 21:40:28,2019-09-09 21:46:56,0,0 days 00:06:28.000000000,0,0,0,0
1.1,9.0,0,1,0,0,2019-04-16 11:37:24,2019-04-16 11:50:04,0,0 days 00:12:40.000000000,0,1,0,0
2.45,9.5,0,1,0,0,2019-04-14 01:04:15,2019-04-14 01:13:21,0,0 days 00:09:06.000000000,1,0,0,0
1.82,8.0,1,0,0,0,2019-12-08 14:52:03,2019-12-08 15:00:33,0,0 days 00:08:30.000000000,0,0,1,0
1.0,6.0,0,0,0,1,2019-10-17 14:46:36,2019-10-17 14:53:05,0,0 days 00:06:29.000000000,0,0,1,0
1.7,8.0,0,1,0,0,2019-03-11 11:03:21,2019-03-11 11:12:20,0,0 days 00:08:59.000000000,0,1,0,0
1.51,7.5,0,0,1,0,2019-06-04 19:59:52,2019-06-04 20:07:22,0,0 days 00:07:30.000000000,0,0,0,0
7.08,22.5,0,1,0,0,2019-04-23 00:52:42,2019-04-23 01:12:11,0,0 days 00:19:29.000000000,1,0,0,0
0.96,8.0,1,0,0,0,2019-02-27 09:10:31,2019-02-27 09:21:48,0,0 days 00:11:17.000000000,0,1,0,0
24.3,100.0,0,0,1,0,2019-06-24 23:31:00,2019-06-25 00:45:59,0,0 days 01:14:59.000000000,0,0,0,1
1.8,9.0,1,0,0,0,2019-02-28 23:36:59,2019-02-28 23:46:35,0,0 days 00:09:36.000000000,0,0,0,1
2.4,14.5,0,1,0,0,2019-04-24 16:03:39,2019-04-24 16:24:31,0,0 days 00:20:52.000000000,0,0,1,0
1.4,7.5,0,1,0,0,2019-05-08 19:08:26,2019-05-08 19:17:12,0,0 days 00:08:46.000000000,0,0,0,0
11.74,36.5,0,0,1,0,2019-06-11 20:18:29,2019-06-11 20:53:26,0,0 days 00:34:57.000000000,0,0,0,0
1.1,5.5,0,0,1,0,2019-06-10 23:47:21,2019-06-10 23:51:32,0,0 days 00:04:11.000000000,0,0,0,1
1.31,6.5,0,0,1,0,2019-08-18 13:24:58,2019-08-18 13:31:36,0,0 days 00:06:38.000000000,0,0,1,0
0.91,9.5,1,0,0,0,2019-01-26 11:53:57,2019-01-26 12:09:14,0,0 days 00:15:17.000000000,0,1,0,0
1.5,7.5,0,0,1,0,2019-06-05 07:58:47,2019-06-05 08:07:45,0,0 days 00:08:58.000000000,0,1,0,0
2.3,9.5,1,0,0,0,2019-01-30 18:06:03,2019-01-30 18:16:47,0,0 days 00:10:44.000000000,0,0,0,0
2.56,11.5,1,0,0,0,2019-12-28 15:35:00,2019-12-28 15:47:45,0,0 days 00:12:45.000000000,0,0,1,0
1.46,8.0,0,1,0,0,2019-03-03 01:52:31,2019-03-03 02:01:43,0,0 days 00:09:12.000000000,1,0,0,0
1.88,9.0,0,1,0,0,2019-03-24 10:33:57,2019-03-24 10:44:19,0,0 days 00:10:22.000000000,0,1,0,0
11.02,32.0,1,0,0,0,2019-01-10 13:42:06,2019-01-10 14:04:10,0,0 days 00:22:04.000000000,0,0,1,0
5.05,17.0,0,0,0,1,2019-09-05 11:24:30,2019-09-05 11:39:53,1,0 days 00:15:23.000000000,0,1,0,0
2.45,13.0,0,1,0,0,2019-05-10 13:18:32,2019-05-10 13:36:06,0,0 days 00:17:34.000000000,0,0,1,0
0.67,4.5,0,1,0,0,2019-05-01 08:31:58,2019-05-01 08:35:05,0,0 days 00:03:07.000000000,0,1,0,0
0.4,4.5,0,1,0,0,2019-04-05 20:16:01,2019-04-05 20:20:20,0,0 days 00:04:19.000000000,0,0,0,0
1.0,5.5,0,1,0,0,2019-03-02 12:51:00,2019-03-02 12:55:35,0,0 days 00:04:35.000000000,0,0,0,0
2.95,12.5,0,1,0,0,2019-05-25 16:15:32,2019-05-25 16:31:00,0,0 days 00:15:28.000000000,0,0,1,0
2.56,12.5,0,1,0,0,2019-04-17 20:13:49,2019-04-17 20:29:51,0,0 days 00:16:02.000000000,0,0,0,0
12.6,38.0,0,1,0,0,2019-05-25 22:56:26,2019-05-25 23:27:40,0,0 days 00:31:14.000000000,0,0,0,1
0.51,5.0,0,0,0,1,2019-11-06 14:29:42,2019-11-06 14:35:13,0,0 days 00:05:31.000000000,0,0,1,0
3.08,12.5,0,1,0,0,2019-04-30 08:48:53,2019-04-30 09:02:40,0,0 days 00:13:47.000000000,0,1,0,0
0.74,5.0,1,0,0,0,2019-02-14 19:06:57,2019-02-14 19:12:06,0,0 days 00:05:09.000000000,0,0,0,0
0.8,6.5,0,0,0,1,2019-10-08 17:06:46,2019-10-08 17:14:08,0,0 days 00:07:22.000000000,0,0,1,0
2.3,10.5,0,1,0,0,2019-03-04 20:24:10,2019-03-04 20:36:25,0,0 days 00:12:15.000000000,0,0,0,0
1.7,8.0,1,0,0,0,2019-02-15 07:26:27,2019-02-15 07:34:45,0,0 days 00:08:18.000000000,0,1,0,0
1.14,6.5,0,1,0,0,2019-03-01 22:28:27,2019-03-01 22:34:33,0,0 days 00:06:06.000000000,0,0,0,1
1.47,8.0,0,1,0,0,2019-05-04 13:41:58,2019-05-04 13:50:35,0,0 days 00:08:37.000000000,0,0,1,0
0.3,3.5,0,1,0,0,2019-04-09 00:24:56,2019-04-09 00:26:40,0,0 days 00:01:44.000000000,1,0,0,0
13.03,56.0,1,0,0,0,2019-01-01 14:21:50,2019-01-01 14:53:42,0,0 days 00:31:52.000000000,0,0,1,0
8.5,26.0,1,0,0,0,2019-12-02 00:05:59,2019-12-02 00:26:53,0,0 days 00:20:54.000000000,1,0,0,0
1.87,13.0,0,0,0,1,2019-11-12 15:29:25,2019-11-12 15:48:40,0,0 days 00:19:15.000000000,0,0,1,0
3.36,12.0,1,0,0,0,2019-01-13 01:32:31,2019-01-13 01:44:02,0,0 days 00:11:31.000000000,1,0,0,0
1.05,5.0,1,0,0,0,2019-01-24 20:37:22,2019-01-24 20:39:59,0,0 days 00:02:37.000000000,0,0,0,0
0.39,4.5,1,0,0,0,2019-02-04 16:31:53,2019-02-04 16:35:53,0,0 days 00:04:00.000000000,0,0,1,0
2.1,10.5,0,0,0,1,2019-10-24 07:41:11,2019-10-24 07:55:04,0,0 days 00:13:53.000000000,0,1,0,0
1.84,8.5,0,1,0,0,2019-03-02 23:12:37,2019-03-02 23:22:26,0,0 days 00:09:49.000000000,0,0,0,1
1.5,7.5,1,0,0,0,2019-02-26 20:27:39,2019-02-26 20:34:45,0,0 days 00:07:06.000000000,0,0,0,0
1.5,19.5,1,0,0,0,2019-12-30 15:43:05,2019-12-30 16:17:15,1,0 days 00:34:10.000000000,0,0,1,0
1.25,7.0,1,0,0,0,2019-01-18 16:19:26,2019-01-18 16:27:16,0,0 days 00:07:50.000000000,0,0,1,0
1.68,12.0,0,0,0,1,2019-09-07 19:44:15,2019-09-07 20:02:28,0,0 days 00:18:13.000000000,0,0,0,0
8.6,34.0,0,1,0,0,2019-04-18 18:40:33,2019-04-18 19:24:26,0,0 days 00:43:53.000000000,0,0,0,0
2.28,11.0,0,0,0,1,2019-10-13 16:24:14,2019-10-13 16:37:00,0,0 days 00:12:46.000000000,0,0,1,0
1.4,9.0,1,0,0,0,2019-01-25 20:48:29,2019-01-25 21:00:44,0,0 days 00:12:15.000000000,0,0,0,0
0.83,7.0,1,0,0,0,2019-12-02 14:51:08,2019-12-02 14:59:43,0,0 days 00:08:35.000000000,0,0,1,0
8.1,24.5,0,0,0,1,2019-10-01 00:08:17,2019-10-01 00:27:26,0,0 days 00:19:09.000000000,1,0,0,0
1.16,6.5,0,1,0,0,2019-05-27 21:38:58,2019-05-27 21:45:14,0,0 days 00:06:16.000000000,0,0,0,0
0.63,6.0,0,1,0,0,2019-04-16 08:44:05,2019-04-16 08:51:08,0,0 days 00:07:03.000000000,0,1,0,0
5.57,20.0,0,0,0,1,2019-11-04 20:13:11,2019-11-04 20:34:31,0,0 days 00:21:20.000000000,0,0,0,0
1.3,7.5,0,0,1,0,2019-07-09 22:57:05,2019-07-09 23:05:18,0,0 days 00:08:13.000000000,0,0,0,1
0.66,5.5,1,0,0,0,2019-12-20 19:09:59,2019-12-20 19:15:35,0,0 days 00:05:36.000000000,0,0,0,0
0.28,3.5,0,0,1,0,2019-07-31 14:59:46,2019-07-31 15:01:47,0,0 days 00:02:01.000000000,0,0,1,0
4.0,14.5,0,0,1,0,2019-06-09 21:36:02,2019-06-09 21:51:48,0,0 days 00:15:46.000000000,0,0,0,0
0.69,5.0,1,0,0,0,2019-02-19 10:58:44,2019-02-19 11:04:10,0,0 days 00:05:26.000000000,0,1,0,0
1.32,6.5,0,0,1,0,2019-08-18 16:46:54,2019-08-18 16:53:41,0,0 days 00:06:47.000000000,0,0,1,0
0.7,5.0,1,0,0,0,2019-01-05 20:04:00,2019-01-05 20:08:18,0,0 days 00:04:18.000000000,0,0,0,0
2.66,12.5,0,1,0,0,2019-03-09 18:03:57,2019-03-09 18:20:21,0,0 days 00:16:24.000000000,0,0,0,0
16.96,61.5,0,1,0,0,2019-05-07 13:35:42,2019-05-07 14:50:52,0,0 days 01:15:10.000000000,0,0,1,0
13.45,43.5,0,1,0,0,2019-03-19 12:45:23,2019-03-19 13:26:08,1,0 days 00:40:45.000000000,0,0,0,0
0.99,7.0,0,1,0,0,2019-05-21 20:06:36,2019-05-21 20:14:53,0,0 days 00:08:17.000000000,0,0,0,0
2.2,9.0,0,0,1,0,2019-08-23 03:08:44,2019-08-23 03:15:59,0,0 days 00:07:15.000000000,1,0,0,0
0.44,3.5,1,0,0,0,2019-01-26 19:51:57,2019-01-26 19:54:13,0,0 days 00:02:16.000000000,0,0,0,0
0.55,5.0,1,0,0,0,2019-12-14 23:45:34,2019-12-14 23:49:58,0,0 days 00:04:24.000000000,0,0,0,1
4.4,37.0,1,0,0,0,2019-12-04 16:49:58,2019-12-04 17:55:19,0,0 days 01:05:21.000000000,0,0,1,0
1.3,7.0,0,0,1,0,2019-06-13 16:32:29,2019-06-13 16:40:50,0,0 days 00:08:21.000000000,0,0,1,0
1.8,7.5,0,0,0,1,2019-11-24 22:37:56,2019-11-24 22:44:27,1,0 days 00:06:31.000000000,0,0,0,1
1.4,7.0,0,0,1,0,2019-06-11 16:18:41,2019-06-11 16:25:11,0,0 days 00:06:30.000000000,0,0,1,0
2.1,10.5,1,0,0,0,2019-12-28 18:36:24,2019-12-28 18:48:59,0,0 days 00:12:35.000000000,0,0,0,0
1.32,9.5,0,0,1,0,2019-07-28 15:42:43,2019-07-28 15:55:46,0,0 days 00:13:03.000000000,0,0,1,0
3.0,14.0,0,0,1,0,2019-06-07 13:12:40,2019-06-07 13:30:24,0,0 days 00:17:44.000000000,0,0,1,0
1.0,9.0,0,0,1,0,2019-07-17 14:29:07,2019-07-17 14:41:49,0,0 days 00:12:42.000000000,0,0,1,0
1.86,11.5,1,0,0,0,2019-01-12 12:24:48,2019-01-12 12:40:55,0,0 days 00:16:07.000000000,0,0,0,0
0.43,4.0,0,0,0,1,2019-11-03 10:10:04,2019-11-03 10:13:17,0,0 days 00:03:13.000000000,0,1,0,0
1.4,9.0,0,0,0,1,2019-11-26 19:42:27,2019-11-26 19:54:03,0,0 days 00:11:36.000000000,0,0,0,0
5.04,18.0,0,0,1,0,2019-08-15 22:36:28,2019-08-15 22:56:07,0,0 days 00:19:39.000000000,0,0,0,1
1.14,7.0,1,0,0,0,2019-02-15 23:55:02,2019-02-16 00:03:06,0,0 days 00:08:04.000000000,0,0,0,1
3.12,13.5,0,1,0,0,2019-04-11 20:19:12,2019-04-11 20:34:58,0,0 days 00:15:46.000000000,0,0,0,0
1.71,9.0,0,0,1,0,2019-07-15 19:00:08,2019-07-15 19:12:51,0,0 days 00:12:43.000000000,0,0,0,0
1.64,9.0,0,0,1,0,2019-06-23 08:18:10,2019-06-23 08:28:09,0,0 days 00:09:59.000000000,0,1,0,0
2.28,10.5,0,1,0,0,2019-05-09 00:15:48,2019-05-09 00:27:03,0,0 days 00:11:15.000000000,1,0,0,0
2.29,11.5,0,1,0,0,2019-03-19 15:38:03,2019-03-19 15:52:43,1,0 days 00:14:40.000000000,0,0,1,0
2.3,14.5,0,0,1,0,2019-08-10 15:55:07,2019-08-10 16:15:13,0,0 days 00:20:06.000000000,0,0,1,0
1.6,8.5,0,1,0,0,2019-05-26 19:58:54,2019-05-26 20:09:34,0,0 days 00:10:40.000000000,0,0,0,0
2.0,12.5,0,1,0,0,2019-05-07 10:10:58,2019-05-07 10:29:26,0,0 days 00:18:28.000000000,0,1,0,0
2.0,8.0,1,0,0,0,2019-01-04 19:39:29,2019-01-04 19:47:26,0,0 days 00:07:57.000000000,0,0,0,0
3.24,15.0,1,0,0,0,2019-12-14 00:20:05,2019-12-14 00:39:09,0,0 days 00:19:04.000000000,1,0,0,0
1.38,7.0,0,0,1,0,2019-07-27 21:52:29,2019-07-27 21:59:31,0,0 days 00:07:02.000000000,0,0,0,0
1.0,6.0,1,0,0,0,2019-01-01 16:54:29,2019-01-01 17:00:13,0,0 days 00:05:44.000000000,0,0,1,0
9.8,30.0,0,1,0,0,2019-04-02 11:52:46,2019-04-02 12:16:58,0,0 days 00:24:12.000000000,0,1,0,0
4.52,17.0,1,0,0,0,2019-01-13 00:27:15,2019-01-13 00:46:53,0,0 days 00:19:38.000000000,1,0,0,0
2.18,11.0,0,1,0,0,2019-03-19 19:45:35,2019-03-19 19:59:39,1,0 days 00:14:04.000000000,0,0,0,0
0.82,5.0,0,1,0,0,2019-03-05 09:12:39,2019-03-05 09:16:41,0,0 days 00:04:02.000000000,0,1,0,0
0.5,5.0,0,0,0,1,2019-10-26 13:19:33,2019-10-26 13:24:47,0,0 days 00:05:14.000000000,0,0,1,0
0.6,6.5,0,1,0,0,2019-03-14 22:55:47,2019-03-14 23:03:22,0,0 days 00:07:35.000000000,0,0,0,1
4.03,14.0,1,0,0,0,2019-02-24 13:12:16,2019-02-24 13:24:06,0,0 days 00:11:50.000000000,0,0,1,0
2.18,9.5,1,0,0,0,2019-12-19 07:34:26,2019-12-19 07:44:39,0,0 days 00:10:13.000000000,0,1,0,0
1.5,8.0,0,0,1,0,2019-06-12 20:49:47,2019-06-12 20:58:35,0,0 days 00:08:48.000000000,0,0,0,0
6.2,23.5,0,0,0,1,2019-11-02 09:43:19,2019-11-02 10:14:28,0,0 days 00:31:09.000000000,0,1,0,0
0.7,5.0,0,1,0,0,2019-04-08 10:46:21,2019-04-08 10:51:09,0,0 days 00:04:48.000000000,0,1,0,0
1.3,11.5,0,0,0,1,2019-11-26 09:52:08,2019-11-26 10:09:52,0,0 days 00:17:44.000000000,0,1,0,0
10.9,32.0,0,0,1,0,2019-08-04 23:36:26,2019-08-04 23:57:28,0,0 days 00:21:02.000000000,0,0,0,1
1.7,14.0,0,0,1,0,2019-06-07 18:23:00,2019-06-07 18:45:11,0,0 days 00:22:11.000000000,0,0,0,0
3.5,15.5,0,0,0,1,2019-10-04 22:25:48,2019-10-04 22:45:06,0,0 days 00:19:18.000000000,0,0,0,1
0.64,5.5,0,1,0,0,2019-03-19 13:19:20,2019-03-19 13:24:38,1,0 days 00:05:18.000000000,0,0,1,0
0.55,6.0,1,0,0,0,2019-12-22 12:00:13,2019-12-22 12:07:58,0,0 days 00:07:45.000000000,0,0,0,0
0.47,5.5,1,0,0,0,2019-01-03 11:17:14,2019-01-03 11:23:21,0,0 days 00:06:07.000000000,0,1,0,0
1.01,5.5,0,1,0,0,2019-05-18 07:49:24,2019-05-18 07:54:33,0,0 days 00:05:09.000000000,0,1,0,0
19.5,52.5,0,1,0,0,2019-04-15 01:09:48,2019-04-15 01:41:48,0,0 days 00:32:00.000000000,1,0,0,0
4.44,22.5,0,0,0,1,2019-10-09 12:19:54,2019-10-09 12:53:37,0,0 days 00:33:43.000000000,0,0,0,0
1.4,8.0,1,0,0,0,2019-02-22 23:44:00,2019-02-22 23:54:11,0,0 days 00:10:11.000000000,0,0,0,1
2.13,11.0,1,0,0,0,2019-01-04 07:29:45,2019-01-04 07:44:00,0,0 days 00:14:15.000000000,0,1,0,0
6.9,22.0,0,1,0,0,2019-05-13 19:26:45,2019-05-13 19:47:16,0,0 days 00:20:31.000000000,0,0,0,0
0.94,9.5,0,0,0,1,2019-11-25 19:05:55,2019-11-25 19:19:28,0,0 days 00:13:33.000000000,0,0,0,0
11.0,30.0,0,0,1,0,2019-08-03 08:19:44,2019-08-03 08:37:27,0,0 days 00:17:43.000000000,0,1,0,0
2.47,11.0,1,0,0,0,2019-12-29 21:36:24,2019-12-29 21:49:55,0,0 days 00:13:31.000000000,0,0,0,0
0.9,6.5,0,1,0,0,2019-05-30 10:01:26,2019-05-30 10:08:21,1,0 days 00:06:55.000000000,0,1,0,0
1.37,12.0,0,1,0,0,2019-05-02 13:48:51,2019-05-02 14:07:44,0,0 days 00:18:53.000000000,0,0,1,0
2.2,10.5,0,0,0,1,2019-09-13 02:45:28,2019-09-13 02:56:38,0,0 days 00:11:10.000000000,1,0,0,0
0.9,7.0,0,0,1,0,2019-08-19 19:52:04,2019-08-19 20:00:32,0,0 days 00:08:28.000000000,0,0,0,0
1.95,12.5,0,0,0,1,2019-11-09 17:28:52,2019-11-09 17:47:12,0,0 days 00:18:20.000000000,0,0,1,0
0.95,6.5,1,0,0,0,2019-01-24 18:44:05,2019-01-24 18:51:34,0,0 days 00:07:29.000000000,0,0,0,0
1.12,6.5,0,0,1,0,2019-08-08 00:16:41,2019-08-08 00:22:36,0,0 days 00:05:55.000000000,1,0,0,0
2.0,14.0,0,0,1,0,2019-08-15 14:15:35,2019-08-15 14:37:11,0,0 days 00:21:36.000000000,0,0,1,0
2.6,13.0,0,0,1,0,2019-06-22 22:36:28,2019-06-22 22:54:24,0,0 days 00:17:56.000000000,0,0,0,1
1.65,8.5,0,0,1,0,2019-08-10 01:16:50,2019-08-10 01:26:27,0,0 days 00:09:37.000000000,1,0,0,0
14.54,38.5,0,0,1,0,2019-08-15 01:02:24,2019-08-15 01:22:07,0,0 days 00:19:43.000000000,1,0,0,0
0.8,6.5,0,1,0,0,2019-03-19 14:05:35,2019-03-19 14:12:00,1,0 days 00:06:25.000000000,0,0,1,0
3.2,13.0,0,0,1,0,2019-08-06 22:09:54,2019-08-06 22:24:39,0,0 days 00:14:45.000000000,0,0,0,1
9.94,28.5,0,0,1,0,2019-06-26 21:36:01,2019-06-26 21:56:59,0,0 days 00:20:58.000000000,0,0,0,0
0.5,6.0,0,0,1,0,2019-07-09 17:08:29,2019-07-09 17:15:01,0,0 days 00:06:32.000000000,0,0,1,0
4.39,13.5,0,1,0,0,2019-03-28 14:16:24,2019-03-28 14:24:05,0,0 days 00:07:41.000000000,0,0,1,0
10.02,29.5,0,0,0,1,2019-10-16 06:14:33,2019-10-16 06:37:41,0,0 days 00:23:08.000000000,0,1,0,0
1.47,7.0,0,0,1,0,2019-06-26 10:39:39,2019-06-26 10:46:42,0,0 days 00:07:03.000000000,0,1,0,0
0.8,9.0,0,1,0,0,2019-03-06 16:41:51,2019-03-06 16:54:56,0,0 days 00:13:05.000000000,0,0,1,0
11.52,34.5,0,0,0,1,2019-10-25 14:26:27,2019-10-25 14:59:08,0,0 days 00:32:41.000000000,0,0,1,0
3.87,19.5,0,1,0,0,2019-04-04 12:23:45,2019-04-04 12:50:47,0,0 days 00:27:02.000000000,0,0,0,0
0.5,5.0,1,0,0,0,2019-02-14 15:48:36,2019-02-14 15:53:03,0,0 days 00:04:27.000000000,0,0,1,0
1.0,6.0,0,0,1,0,2019-07-01 13:31:31,2019-07-01 13:38:30,0,0 days 00:06:59.000000000,0,0,1,0
1.7,18.5,0,0,0,1,2019-09-06 12:49:44,2019-09-06 13:21:02,0,0 days 00:31:18.000000000,0,0,0,0
0.7,6.5,0,0,1,0,2019-06-05 14:28:56,2019-06-05 14:36:30,0,0 days 00:07:34.000000000,0,0,1,0
2.94,14.0,0,0,0,1,2019-09-16 20:27:28,2019-09-16 20:46:47,0,0 days 00:19:19.000000000,0,0,0,0
1.71,8.0,0,0,0,1,2019-11-14 23:17:05,2019-11-14 23:25:37,0,0 days 00:08:32.000000000,0,0,0,1
16.11,44.5,1,0,0,0,2019-02-14 06:33:29,2019-02-14 07:02:50,0,0 days 00:29:21.000000000,0,1,0,0
