trip_distance,fare_amount,winter,spring,summer,fall,pickup_datetime,dropoff_datetime,Holiday Proximity,ride_duration,Early morning,Morning,Afternoon,Night
0.36,4.0,0,0,1,0,2019-06-17 14:51:51,2019-06-17 14:55:08,0,0 days 00:03:17.000000000,0,0,1,0
2.2,10.5,0,0,0,1,2019-11-25 19:44:32,2019-11-25 19:58:04,0,0 days 00:13:32.000000000,0,0,0,0
0.56,4.0,0,0,0,1,2019-10-12 22:52:02,2019-10-12 22:54:37,0,0 days 00:02:35.000000000,0,0,0,1
1.16,5.5,0,0,0,1,2019-11-18 21:51:57,2019-11-18 21:55:31,0,0 days 00:03:34.000000000,0,0,0,0
4.29,23.0,0,0,0,1,2019-11-06 13:40:52,2019-11-06 14:14:27,0,0 days 00:33:35.000000000,0,0,1,0
5.1,17.0,0,0,0,1,2019-10-11 19:24:42,2019-10-11 19:38:48,0,0 days 00:14:06.000000000,0,0,0,0
1.35,7.5,0,0,0,1,2019-09-11 21:02:18,2019-09-11 21:10:30,0,0 days 00:08:12.000000000,0,0,0,0
1.5,7.0,1,0,0,0,2019-02-03 08:00:34,2019-02-03 08:06:24,0,0 days 00:05:50.000000000,0,1,0,0
2.36,10.0,0,0,1,0,2019-08-14 23:14:34,2019-08-14 23:25:14,0,0 days 00:10:40.000000000,0,0,0,1
12.83,38.0,1,0,0,0,2019-12-27 23:37:28,2019-12-28 00:07:20,0,0 days 00:29:52.000000000,0,0,0,1
1.77,8.0,0,0,0,1,2019-11-06 00:40:39,2019-11-06 00:48:51,0,0 days 00:08:12.000000000,1,0,0,0
1.4,9.0,0,0,0,1,2019-11-01 12:50:38,2019-11-01 13:02:38,0,0 days 00:12:00.000000000,0,0,0,0
1.92,10.0,1,0,0,0,2019-02-07 13:38:21,2019-02-07 13:51:50,0,0 days 00:13:29.000000000,0,0,1,0
1.1,7.0,0,1,0,0,2019-04-10 15:35:22,2019-04-10 15:43:00,0,0 days 00:07:38.000000000,0,0,1,0
4.4,18.0,0,0,1,0,2019-08-15 11:23:44,2019-08-15 11:45:07,0,0 days 00:21:23.000000000,0,1,0,0
0.69,5.0,0,0,1,0,2019-06-14 14:17:34,2019-06-14 14:21:10,0,0 days 00:03:36.000000000,0,0,1,0
1.87,9.5,0,1,0,0,2019-04-30 18:48:42,2019-04-30 18:59:58,0,0 days 00:11:16.000000000,0,0,0,0
0.8,5.5,0,0,0,1,2019-10-14 19:16:28,2019-10-14 19:22:01,0,0 days 00:05:33.000000000,0,0,0,0
0.69,5.0,1,0,0,0,2019-02-28 19:31:01,2019-02-28 19:35:22,0,0 days 00:04:21.000000000,0,0,0,0
1.7,7.5,0,0,0,1,2019-09-05 20:15:06,2019-09-05 20:22:17,1,0 days 00:07:11.000000000,0,0,0,0
1.84,8.5,1,0,0,0,2019-12-27 09:48:05,2019-12-27 09:57:23,1,0 days 00:09:18.000000000,0,1,0,0
3.59,14.0,1,0,0,0,2019-12-04 22:05:49,2019-12-04 22:22:08,0,0 days 00:16:19.000000000,0,0,0,1
0.8,4.5,0,0,1,0,2019-08-28 22:05:21,2019-08-28 22:09:10,0,0 days 00:03:49.000000000,0,0,0,1
0.69,4.5,0,0,0,1,2019-09-30 12:23:50,2019-09-30 12:27:07,0,0 days 00:03:17.000000000,0,0,0,0
0.88,5.0,1,0,0,0,2019-01-05 13:28:22,2019-01-05 13:32:00,0,0 days 00:03:38.000000000,0,0,1,0
1.3,7.5,0,0,1,0,2019-06-03 19:12:00,2019-06-03 19:19:33,0,0 days 00:07:33.000000000,0,0,0,0
0.67,4.0,0,1,0,0,2019-05-01 13:33:41,2019-05-01 13:35:52,0,0 days 00:02:11.000000000,0,0,1,0
9.0,29.5,0,1,0,0,2019-03-11 20:09:06,2019-03-11 20:39:33,0,0 days 00:30:27.000000000,0,0,0,0
0.51,4.0,0,0,0,1,2019-09-15 18:56:17,2019-09-15 18:59:09,0,0 days 00:02:52.000000000,0,0,0,0
3.05,15.5,0,1,0,0,2019-05-30 20:41:14,2019-05-30 21:03:58,1,0 days 00:22:44.000000000,0,0,0,0
12.3,37.0,0,0,1,0,2019-07-30 14:48:36,2019-07-30 15:25:13,0,0 days 00:36:37.000000000,0,0,1,0
1.8,9.0,0,1,0,0,2019-03-10 18:16:47,2019-03-10 18:27:37,0,0 days 00:10:50.000000000,0,0,0,0
2.39,9.5,0,1,0,0,2019-03-16 22:56:33,2019-03-16 23:07:58,0,0 days 00:11:25.000000000,0,0,0,1
0.6,5.0,0,0,0,1,2019-09-18 19:19:12,2019-09-18 19:23:44,0,0 days 00:04:32.000000000,0,0,0,0
2.59,12.0,0,1,0,0,2019-04-24 22:20:11,2019-04-24 22:36:12,0,0 days 00:16:01.000000000,0,0,0,1
1.37,7.0,1,0,0,0,2019-01-08 18:06:24,2019-01-08 18:13:44,0,0 days 00:07:20.000000000,0,0,0,0
10.7,40.5,0,1,0,0,2019-04-17 14:38:03,2019-04-17 15:35:08,0,0 days 00:57:05.000000000,0,0,1,0
8.5,24.5,1,0,0,0,2019-01-08 16:49:04,2019-01-08 17:07:02,0,0 days 00:17:58.000000000,0,0,1,0
0.8,5.0,0,1,0,0,2019-03-30 01:08:41,2019-03-30 01:13:22,0,0 days 00:04:41.000000000,1,0,0,0
1.3,13.0,0,1,0,0,2019-05-08 12:13:38,2019-05-08 12:34:01,0,0 days 00:20:23.000000000,0,0,0,0
5.61,22.0,1,0,0,0,2019-12-06 22:41:55,2019-12-06 23:11:16,0,0 days 00:29:21.000000000,0,0,0,1
0.8,5.5,0,0,1,0,2019-06-17 18:50:28,2019-06-17 18:56:19,0,0 days 00:05:51.000000000,0,0,0,0
1.21,9.5,0,1,0,0,2019-05-01 11:12:36,2019-05-01 11:25:57,0,0 days 00:13:21.000000000,0,1,0,0
17.71,72.0,0,1,0,0,2019-05-30 13:52:59,2019-05-30 14:39:03,1,0 days 00:46:04.000000000,0,0,1,0
5.23,17.5,1,0,0,0,2019-02-23 05:52:57,2019-02-23 06:10:20,0,0 days 00:17:23.000000000,0,0,0,0
1.0,7.0,0,0,1,0,2019-06-04 15:19:18,2019-06-04 15:26:29,0,0 days 00:07:11.000000000,0,0,1,0
0.97,5.5,0,1,0,0,2019-05-04 11:06:23,2019-05-04 11:10:56,0,0 days 00:04:33.000000000,0,1,0,0
1.7,12.0,0,0,1,0,2019-07-17 15:19:17,2019-07-17 15:37:06,0,0 days 00:17:49.000000000,0,0,1,0
0.81,5.0,0,0,1,0,2019-06-30 10:25:15,2019-06-30 10:28:50,0,0 days 00:03:35.000000000,0,1,0,0
5.1,17.5,1,0,0,0,2019-01-26 16:59:51,2019-01-26 17:15:17,0,0 days 00:15:26.000000000,0,0,1,0
0.94,8.0,0,1,0,0,2019-03-12 19:31:53,2019-03-12 19:42:27,0,0 days 00:10:34.000000000,0,0,0,0
2.79,11.0,0,1,0,0,2019-04-20 00:19:58,2019-04-20 00:31:49,0,0 days 00:11:51.000000000,1,0,0,0
2.44,11.5,0,0,0,1,2019-09-01 12:58:53,2019-09-01 13:13:23,0,0 days 00:14:30.000000000,0,0,0,0
0.97,7.0,1,0,0,0,2019-02-09 18:01:47,2019-02-09 18:10:09,0,0 days 00:08:22.000000000,0,0,0,0
2.53,12.5,0,0,0,1,2019-09-20 08:58:14,2019-09-20 09:14:10,0,0 days 00:15:56.000000000,0,1,0,0
2.53,10.5,1,0,0,0,2019-02-25 17:35:23,2019-02-25 17:48:21,0,0 days 00:12:58.000000000,0,0,1,0
0.73,6.5,0,0,0,1,2019-10-21 15:12:21,2019-10-21 15:20:05,0,0 days 00:07:44.000000000,0,0,1,0
5.5,20.5,0,0,1,0,2019-07-19 23:25:05,2019-07-19 23:51:48,0,0 days 00:26:43.000000000,0,0,0,1
4.09,14.5,0,0,1,0,2019-08-18 11:16:11,2019-08-18 11:27:22,0,0 days 00:11:11.000000000,0,1,0,0
1.57,9.5,0,0,0,1,2019-09-24 12:49:32,2019-09-24 13:01:12,0,0 days 00:11:40.000000000,0,0,0,0
0.48,3.5,1,0,0,0,2019-01-20 13:39:22,2019-01-20 13:41:23,0,0 days 00:02:01.000000000,0,0,1,0
2.9,16.5,0,0,0,1,2019-10-16 19:22:11,2019-10-16 19:47:21,0,0 days 00:25:10.000000000,0,0,0,0
0.8,5.0,0,0,0,1,2019-10-15 20:55:25,2019-10-15 21:00:08,0,0 days 00:04:43.000000000,0,0,0,0
0.97,7.5,1,0,0,0,2019-01-03 21:11:33,2019-01-03 21:21:18,0,0 days 00:09:45.000000000,0,0,0,0
0.69,7.0,0,0,1,0,2019-06-20 16:32:36,2019-06-20 16:42:09,0,0 days 00:09:33.000000000,0,0,1,0
3.13,16.5,0,0,1,0,2019-07-16 11:30:21,2019-07-16 11:54:44,0,0 days 00:24:23.000000000,0,1,0,0
0.58,4.5,0,0,0,1,2019-09-25 19:30:54,2019-09-25 19:34:54,0,0 days 00:04:00.000000000,0,0,0,0
1.19,10.5,1,0,0,0,2019-01-12 13:08:04,2019-01-12 13:23:25,0,0 days 00:15:21.000000000,0,0,1,0
1.17,7.5,0,1,0,0,2019-04-06 12:30:02,2019-04-06 12:39:11,0,0 days 00:09:09.000000000,0,0,0,0
0.74,5.0,1,0,0,0,2019-02-19 15:04:03,2019-02-19 15:08:43,0,0 days 00:04:40.000000000,0,0,1,0
1.0,5.5,0,1,0,0,2019-05-06 08:48:14,2019-05-06 08:53:09,0,0 days 00:04:55.000000000,0,1,0,0
2.2,10.0,1,0,0,0,2019-01-16 22:35:19,2019-01-16 22:47:06,1,0 days 00:11:47.000000000,0,0,0,1
1.06,8.0,0,1,0,0,2019-05-02 08:10:23,2019-05-02 08:20:36,0,0 days 00:10:13.000000000,0,1,0,0
3.93,18.0,0,0,0,1,2019-09-15 14:37:08,2019-09-15 15:00:22,0,0 days 00:23:14.000000000,0,0,1,0
0.6,5.0,1,0,0,0,2019-01-27 21:41:47,2019-01-27 21:45:58,0,0 days 00:04:11.000000000,0,0,0,0
1.12,5.5,1,0,0,0,2019-12-13 22:22:15,2019-12-13 22:25:56,0,0 days 00:03:41.000000000,0,0,0,1
1.7,10.0,0,0,0,1,2019-11-14 22:54:38,2019-11-14 23:07:59,0,0 days 00:13:21.000000000,0,0,0,1
1.46,9.0,1,0,0,0,2019-02-08 09:11:04,2019-02-08 09:23:16,0,0 days 00:12:12.000000000,0,1,0,0
0.6,4.5,1,0,0,0,2019-02-15 08:08:42,2019-02-15 08:11:25,0,0 days 00:02:43.000000000,0,1,0,0
1.23,7.5,0,0,1,0,2019-08-01 10:59:57,2019-08-01 11:07:39,0,0 days 00:07:42.000000000,0,1,0,0
0.28,3.0,0,0,1,0,2019-07-31 15:34:44,2019-07-31 15:35:49,0,0 days 00:01:05.000000000,0,0,1,0
1.11,6.5,0,0,1,0,2019-07-23 15:52:51,2019-07-23 15:59:39,0,0 days 00:06:48.000000000,0,0,1,0
1.7,11.0,0,1,0,0,2019-04-05 17:08:41,2019-04-05 17:24:51,0,0 days 00:16:10.000000000,0,0,1,0
0.8,7.0,0,1,0,0,2019-05-28 12:59:41,2019-05-28 13:08:49,0,0 days 00:09:08.000000000,0,0,0,0
18.7,52.0,1,0,0,0,2019-02-08 14:12:24,2019-02-08 14:55:49,0,0 days 00:43:25.000000000,0,0,1,0
3.82,18.0,0,0,1,0,2019-06-01 18:20:53,2019-06-01 18:43:44,0,0 days 00:22:51.000000000,0,0,0,0
1.6,9.0,0,1,0,0,2019-03-28 23:48:45,2019-03-29 00:00:00,0,0 days 00:11:15.000000000,0,0,0,1
3.12,24.0,0,0,0,1,2019-11-13 17:02:54,2019-11-13 17:43:34,0,0 days 00:40:40.000000000,0,0,1,0
3.12,13.0,1,0,0,0,2019-12-28 15:15:11,2019-12-28 15:31:12,0,0 days 00:16:01.000000000,0,0,1,0
1.4,10.0,0,0,1,0,2019-06-19 18:22:10,2019-06-19 18:34:54,0,0 days 00:12:44.000000000,0,0,0,0
1.05,13.0,0,1,0,0,2019-05-15 14:48:33,2019-05-15 15:08:56,0,0 days 00:20:23.000000000,0,0,1,0
2.41,11.0,0,0,1,0,2019-06-11 22:36:20,2019-06-11 22:49:43,0,0 days 00:13:23.000000000,0,0,0,1
1.8,14.5,1,0,0,0,2019-02-27 17:43:56,2019-02-27 18:05:47,0,0 days 00:21:51.000000000,0,0,1,0
1.16,8.0,0,1,0,0,2019-05-17 19:40:04,2019-05-17 19:49:46,0,0 days 00:09:42.000000000,0,0,0,0
3.29,12.5,1,0,0,0,2019-02-17 00:01:03,2019-02-17 00:15:36,0,0 days 00:14:33.000000000,1,0,0,0
4.2,16.5,1,0,0,0,2019-02-17 00:12:13,2019-02-17 00:31:50,0,0 days 00:19:37.000000000,1,0,0,0
12.4,40.0,1,0,0,0,2019-12-20 10:50:15,2019-12-20 11:27:54,0,0 days 00:37:39.000000000,0,1,0,0
5.91,29.5,0,1,0,0,2019-04-14 13:49:01,2019-04-14 14:34:34,0,0 days 00:45:33.000000000,0,0,1,0
0.9,5.0,0,1,0,0,2019-03-11 13:25:43,2019-03-11 13:29:28,0,0 days 00:03:45.000000000,0,0,1,0
0.5,4.5,0,1,0,0,2019-04-22 13:26:04,2019-04-22 13:29:52,0,0 days 00:03:48.000000000,0,0,1,0
2.18,9.5,0,0,1,0,2019-08-09 20:59:50,2019-08-09 21:10:13,0,0 days 00:10:23.000000000,0,0,0,0
1.36,7.0,0,0,1,0,2019-07-05 17:39:51,2019-07-05 17:48:09,0,0 days 00:08:18.000000000,0,0,1,0
1.13,8.0,0,0,0,1,2019-11-06 13:29:27,2019-11-06 13:39:37,0,0 days 00:10:10.000000000,0,0,1,0
2.91,16.0,0,0,0,1,2019-11-02 11:59:09,2019-11-02 12:23:39,0,0 days 00:24:30.000000000,0,1,0,0
21.8,52.0,1,0,0,0,2019-02-03 14:05:34,2019-02-03 14:54:26,0,0 days 00:48:52.000000000,0,0,1,0
2.0,10.5,1,0,0,0,2019-01-10 17:41:38,2019-01-10 17:53:58,0,0 days 00:12:20.000000000,0,0,1,0
1.1,8.0,0,1,0,0,2019-03-05 07:40:47,2019-03-05 07:50:42,0,0 days 00:09:55.000000000,0,1,0,0
1.72,10.5,0,0,0,1,2019-09-17 08:26:43,2019-09-17 08:41:31,0,0 days 00:14:48.000000000,0,1,0,0
9.8,31.5,1,0,0,0,2019-02-08 12:46:38,2019-02-08 13:18:26,0,0 days 00:31:48.000000000,0,0,0,0
3.08,17.5,1,0,0,0,2019-12-18 14:38:54,2019-12-18 15:05:23,0,0 days 00:26:29.000000000,0,0,1,0
1.0,9.0,1,0,0,0,2019-01-08 08:15:00,2019-01-08 08:27:23,0,0 days 00:12:23.000000000,0,1,0,0
1.82,9.5,0,1,0,0,2019-03-09 13:45:17,2019-03-09 13:56:45,0,0 days 00:11:28.000000000,0,0,1,0
1.4,9.0,0,0,0,1,2019-09-26 12:31:53,2019-09-26 12:43:48,0,0 days 00:11:55.000000000,0,0,0,0
1.49,9.0,0,0,1,0,2019-08-01 11:41:57,2019-08-01 11:52:40,0,0 days 00:10:43.000000000,0,1,0,0
16.7,52.0,0,0,0,1,2019-11-07 18:55:03,2019-11-07 19:47:44,0,0 days 00:52:41.000000000,0,0,0,0
17.3,52.0,0,0,1,0,2019-07-29 14:56:40,2019-07-29 16:07:18,0,0 days 01:10:38.000000000,0,0,1,0
6.95,20.5,0,0,1,0,2019-06-24 12:50:52,2019-06-24 13:07:17,0,0 days 00:16:25.000000000,0,0,0,0
1.5,10.0,1,0,0,0,2019-01-19 18:46:26,2019-01-19 18:59:54,0,0 days 00:13:28.000000000,0,0,0,0
0.77,5.0,0,1,0,0,2019-05-15 20:36:41,2019-05-15 20:40:14,0,0 days 00:03:33.000000000,0,0,0,0
1.4,17.5,1,0,0,0,2019-12-13 11:12:40,2019-12-13 11:40:13,0,0 days 00:27:33.000000000,0,1,0,0
18.87,52.0,0,0,1,0,2019-07-14 11:35:24,2019-07-14 12:28:18,0,0 days 00:52:54.000000000,0,1,0,0
1.76,8.0,0,1,0,0,2019-04-14 20:27:05,2019-04-14 20:35:54,0,0 days 00:08:49.000000000,0,0,0,0
6.9,22.0,0,0,0,1,2019-11-14 01:18:06,2019-11-14 01:34:44,0,0 days 00:16:38.000000000,1,0,0,0
2.16,13.0,1,0,0,0,2019-12-01 12:22:44,2019-12-01 12:40:34,0,0 days 00:17:50.000000000,0,0,0,0
1.09,7.0,0,1,0,0,2019-05-25 20:17:04,2019-05-25 20:24:25,0,0 days 00:07:21.000000000,0,0,0,0
4.29,32.0,1,0,0,0,2019-12-13 12:52:29,2019-12-13 13:46:07,0,0 days 00:53:38.000000000,0,0,0,0
0.9,7.0,0,1,0,0,2019-04-12 08:45:09,2019-04-12 08:54:09,0,0 days 00:09:00.000000000,0,1,0,0
0.67,4.5,0,0,0,1,2019-11-25 07:13:56,2019-11-25 07:16:57,1,0 days 00:03:01.000000000,0,1,0,0
0.46,5.0,0,1,0,0,2019-04-13 20:12:10,2019-04-13 20:17:43,0,0 days 00:05:33.000000000,0,0,0,0
1.13,6.0,1,0,0,0,2019-01-10 13:55:20,2019-01-10 14:01:39,0,0 days 00:06:19.000000000,0,0,1,0
2.0,9.5,0,0,0,1,2019-10-04 02:31:37,2019-10-04 02:41:58,0,0 days 00:10:21.000000000,1,0,0,0
2.69,12.5,0,1,0,0,2019-04-26 15:10:49,2019-04-26 15:26:13,0,0 days 00:15:24.000000000,0,0,1,0
0.8,6.5,0,1,0,0,2019-05-22 18:03:36,2019-05-22 18:10:51,0,0 days 00:07:15.000000000,0,0,0,0
2.97,10.5,1,0,0,0,2019-01-03 06:41:53,2019-01-03 06:51:20,0,0 days 00:09:27.000000000,0,1,0,0
0.82,4.5,0,0,1,0,2019-06-23 01:47:52,2019-06-23 01:49:39,0,0 days 00:01:47.000000000,1,0,0,0
1.1,6.0,0,1,0,0,2019-05-14 14:27:34,2019-05-14 14:32:51,0,0 days 00:05:17.000000000,0,0,1,0
0.79,6.5,0,1,0,0,2019-03-23 13:00:05,2019-03-23 13:08:13,0,0 days 00:08:08.000000000,0,0,1,0
0.93,6.0,0,1,0,0,2019-05-01 07:52:11,2019-05-01 07:58:47,0,0 days 00:06:36.000000000,0,1,0,0
8.74,35.5,1,0,0,0,2019-12-12 09:54:53,2019-12-12 10:45:16,0,0 days 00:50:23.000000000,0,1,0,0
1.5,14.0,0,1,0,0,2019-05-23 14:33:02,2019-05-23 14:55:06,0,0 days 00:22:04.000000000,0,0,1,0
1.64,7.5,0,0,1,0,2019-08-09 20:12:26,2019-08-09 20:19:52,0,0 days 00:07:26.000000000,0,0,0,0
2.16,17.0,1,0,0,0,2019-12-06 11:34:52,2019-12-06 12:02:40,0,0 days 00:27:48.000000000,0,1,0,0
16.67,48.0,0,1,0,0,2019-03-23 21:57:47,2019-03-23 22:36:56,0,0 days 00:39:09.000000000,0,0,0,0
3.8,14.5,0,1,0,0,2019-03-26 18:15:28,2019-03-26 18:32:28,1,0 days 00:17:00.000000000,0,0,0,0
0.99,6.0,1,0,0,0,2019-12-24 11:38:18,2019-12-24 11:44:23,0,0 days 00:06:05.000000000,0,1,0,0
1.39,7.0,0,0,0,1,2019-10-11 07:22:08,2019-10-11 07:28:57,0,0 days 00:06:49.000000000,0,1,0,0
16.7,65.0,0,0,0,1,2019-11-17 14:50:39,2019-11-17 14:50:56,0,0 days 00:00:17.000000000,0,0,1,0
10.85,41.0,0,0,1,0,2019-06-02 11:51:22,2019-06-02 12:42:01,0,0 days 00:50:39.000000000,0,1,0,0
1.93,10.0,0,0,1,0,2019-08-10 21:55:19,2019-08-10 22:07:29,0,0 days 00:12:10.000000000,0,0,0,0
4.38,19.0,0,0,0,1,2019-09-01 18:39:05,2019-09-01 19:04:56,0,0 days 00:25:51.000000000,0,0,0,0
1.0,7.5,0,0,1,0,2019-07-01 18:14:08,2019-07-01 18:22:17,0,0 days 00:08:09.000000000,0,0,0,0
1.78,9.0,0,1,0,0,2019-04-29 21:38:47,2019-04-29 21:49:13,0,0 days 00:10:26.000000000,0,0,0,0
1.6,8.5,0,0,1,0,2019-07-08 19:07:31,2019-07-08 19:16:53,0,0 days 00:09:22.000000000,0,0,0,0
1.21,14.5,0,1,0,0,2019-05-31 16:47:35,2019-05-31 17:11:23,0,0 days 00:23:48.000000000,0,0,1,0
0.68,6.5,1,0,0,0,2019-01-25 10:38:00,2019-01-25 10:45:53,0,0 days 00:07:53.000000000,0,1,0,0
2.1,15.0,0,0,0,1,2019-11-21 16:51:05,2019-11-21 17:14:50,0,0 days 00:23:45.000000000,0,0,1,0
0.5,4.0,0,0,0,1,2019-10-12 16:56:04,2019-10-12 16:58:23,0,0 days 00:02:19.000000000,0,0,1,0
3.48,13.5,0,0,1,0,2019-08-30 18:57:40,2019-08-30 19:13:31,0,0 days 00:15:51.000000000,0,0,0,0
1.4,7.5,0,1,0,0,2019-03-27 19:12:11,2019-03-27 19:21:19,1,0 days 00:09:08.000000000,0,0,0,0
1.36,7.5,0,1,0,0,2019-03-18 16:51:54,2019-03-18 17:00:20,1,0 days 00:08:26.000000000,0,0,1,0
5.2,19.5,1,0,0,0,2019-12-10 13:17:51,2019-12-10 13:38:48,0,0 days 00:20:57.000000000,0,0,1,0
1.92,7.0,0,0,1,0,2019-06-04 05:30:12,2019-06-04 05:34:47,0,0 days 00:04:35.000000000,0,0,0,0
0.53,4.0,0,0,1,0,2019-06-07 17:46:00,2019-06-07 17:49:06,0,0 days 00:03:06.000000000,0,0,1,0
